Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
66dc5926ec73,21,Married,0,Trading Companies & Distributors,06102,CT,True,388129,Medium-Term (1-5 years),Limited,Aggressive,Income,Medium-term,Exclude Industry: Passenger Ground Transportation,Prefer ESG: Avery Dennison (AVY),Tax-deferred
b7b2a8e591e3,46,Single,0,Oil & Gas Exploration & Production,87103,NM,True,786885,Medium-Term (1-5 years),Professional,Aggressive,Education,Long-term,Exclude Industry: Distributors,Prefer ESG: Tesla  Inc. (TSLA),Tax-deferred
e01c95ecf1c8,50,Married,4,Human Resource & Employment Services,99507,AK,False,1716768,Short-Term (3-12 months),Professional,Moderate,Philanthropy,Medium-term,Exclude Company: Invesco (IVZ),Prefer ESG in: Financials,Taxable
d0f08d13f0d1,49,Married,1,Health Care Services,55104,MN,True,1447306,Immediate (0-3 months),None,Aggressive,Retirement,Long-term,Exclude Company: Amcor (AMCR) | General Mills (GIS) | Occidental Petroleum (OXY),No specific preference,Tax-deferred
34957f96763d,51,Married,2,Integrated Telecommunication Services,74102,OK,True,301321,Long-Term (5+ years),Limited,Conservative,Education,Short-term,Exclude Industry: Electronic Equipment & Instruments,Prefer ESG in: Financials,Tax-deferred
eb184ece6e5f,29,Married,0,Health Care Equipment,55401,MN,True,546253,Immediate (0-3 months),Experienced,Moderate,Retirement,Short-term,Exclude Sector: Consumer Discretionary,Prefer ESG: American Express (AXP),Tax-deferred
ee78bde20a33,37,Married,1,Industrial Conglomerates,83001,WY,False,412951,Immediate (0-3 months),Moderate,Moderate,Income,Short-term,Exclude Company: Equinix (EQIX),Prefer ESG in: Semiconductors,Taxable
af5783db54a5,38,Married,4,Tobacco,10007,NY,False,1220321,Short-Term (3-12 months),Sophisticated,Aggressive,Retirement,Short-term,Exclude Sector: Health Care,Prefer ESG in: Investment Banking & Brokerage,Taxable
9c76aca15f7c,54,Married,4,Health Care Equipment,77004,TX,True,277700,Long-Term (5+ years),None,Aggressive,Education,Long-term,Exclude Company: Keurig Dr Pepper (KDP),"Prefer ESG in: Hotels, Resorts & Cruise Lines",Taxable
43faac6d683b,24,Single,0,Footwear,02801,RI,True,314954,Immediate (0-3 months),Sophisticated,Conservative,Philanthropy,Short-term,None,Prefer ESG in: Energy,Taxable
fff0e9e2633c,53,Married,4,Asset Management & Custody Banks,21203,MD,True,237787,Medium-Term (1-5 years),Professional,Conservative,Income,Medium-term,None,Prefer ESG: DTE Energy (DTE),Taxable
f95a7f34e5f9,36,Married,0,Electronic Components,39203,MS,False,146419,Immediate (0-3 months),Moderate,Conservative,Philanthropy,Short-term,None,No specific preference,Taxable
0cf33c2f4bb9,36,Single,0,Health Care Technology,06107,CT,True,243590,Long-Term (5+ years),None,Aggressive,Education,Short-term,None,Prefer ESG: Alliant Energy (LNT),Taxable
7b9889aeaf47,55,Married,0,Other Specialized REITs,35201,AL,True,104689,Long-Term (5+ years),Limited,Aggressive,Retirement,Long-term,Exclude Industry: Casinos & Gaming,Prefer ESG: Pinnacle West Capital (PNW),Taxable
88bd680456cc,72,Married,3,Other Specialty Retail,49502,MI,True,1820868,Short-Term (3-12 months),Moderate,Moderate,Income,Medium-term,Exclude Company: Estae Lauder Companies (The) (EL) | Coterra (CTRA) | ExxonMobil (XOM),Prefer ESG: CF Industries (CF),Taxable
bbc0a62fef09,64,Married,0,Interactive Home Entertainment,85004,AZ,True,425259,Immediate (0-3 months),Professional,Aggressive,Income,Long-term,None,Prefer ESG: Ross Stores (ROST),Taxable
12121d083552,43,Single,3,Health Care Distributors,87105,NM,True,283862,Short-Term (3-12 months),Limited,Aggressive,Retirement,Medium-term,Exclude Company: Equinix (EQIX),Prefer ESG: CF Industries (CF),Taxable
0f9a668d3006,50,Married,1,Electric Utilities,99505,AK,True,382503,Immediate (0-3 months),Sophisticated,Moderate,Philanthropy,Medium-term,Exclude Company: Agilent Technologies (A),No specific preference,Tax-deferred
c5d82c8e909c,51,Single,1,Leisure Products,19105,PA,True,243336,Medium-Term (1-5 years),Professional,Aggressive,Education,Long-term,Exclude Company: Charles River Laboratories (CRL),No specific preference,Taxable
330244291353,31,Married,1,Self-Storage REITs,59103,MT,False,607736,Short-Term (3-12 months),Experienced,Moderate,Income,Short-term,Exclude Industry: Biotechnology,No specific preference,Taxable
efd98747132c,41,Married,2,Financial Exchanges & Data,54602,WI,True,149506,Medium-Term (1-5 years),Experienced,Aggressive,Philanthropy,Long-term,Exclude Sector: Information Technology,No specific preference,Tax-deferred
7240cc453031,47,Married,4,Technology Distributors,03110,NH,True,992731,Short-Term (3-12 months),Professional,Conservative,Education,Long-term,Exclude Sector: Industrials,Prefer ESG in: Utilities,Taxable
91ea6349845b,45,Married,3,Independent Power Producers & Energy Traders,89105,NV,True,170924,Long-Term (5+ years),Sophisticated,Conservative,Education,Medium-term,None,Prefer ESG in: Communication Services,Tax-deferred
21815dbb5ce7,46,Single,2,Distributors,63102,MO,True,1140363,Short-Term (3-12 months),Experienced,Moderate,Education,Long-term,None,Prefer ESG in: Industrials,Taxable
533fd65c82d7,53,Married,1,Commodity Chemicals,05405,VT,False,170923,Medium-Term (1-5 years),Limited,Aggressive,Education,Short-term,Exclude Company: Mondelez International (MDLZ) | CF Industries (CF),Prefer ESG: Duke Energy (DUK),Tax-deferred
3ae8326b435c,27,Married,0,Cable & Satellite,96807,HI,True,146467,Medium-Term (1-5 years),Professional,Conservative,Philanthropy,Long-term,Exclude Sector: Communication Services,Prefer ESG in: Health Care,Tax-deferred
26f04aa92016,70,Single,0,Data Processing & Outsourced Services,04105,ME,True,692834,Short-Term (3-12 months),Moderate,Moderate,Income,Short-term,Exclude Industry: IT Consulting & Other Services,Prefer ESG in: Application Software,Tax-deferred
b7a761710c86,44,Single,2,Specialized Consumer Services,47901,IN,True,181275,Medium-Term (1-5 years),None,Conservative,Retirement,Long-term,Exclude Company: Coterra (CTRA) | Waters Corporation (WAT),Prefer ESG in: Industrials,Tax-deferred
aa0c2812c8da,78,Single,1,Industrial Machinery & Supplies & Components,84103,UT,True,156757,Medium-Term (1-5 years),Experienced,Moderate,Income,Long-term,Exclude Industry: Multi-Utilities,Prefer ESG: Coterra (CTRA),Tax-deferred
a448c71029eb,49,Married,0,Integrated Telecommunication Services,03110,NH,True,155104,Medium-Term (1-5 years),Professional,Conservative,Income,Short-term,None,Prefer ESG in: Industrials,Tax-deferred
fe98a456b74a,27,Married,2,Health Care Facilities,58105,ND,True,105549,Short-Term (3-12 months),Professional,Aggressive,Education,Short-term,Exclude Sector: Communication Services,Prefer ESG: Exelon (EXC),Taxable
55a3dcc0c679,37,Married,0,Cargo Ground Transportation,68502,NE,False,251177,Short-Term (3-12 months),Experienced,Conservative,Philanthropy,Short-term,Exclude Company: Coterra (CTRA),No specific preference,Tax-deferred
adf2d79a5bf6,31,Married,4,Electrical Components & Equipment,60606,IL,True,170453,Short-Term (3-12 months),None,Conservative,Income,Short-term,Exclude Sector: Materials,Prefer ESG in: Industrials,Taxable
fec4832b3457,49,Single,3,Electronic Manufacturing Services,05401,VT,True,1977349,Immediate (0-3 months),None,Conservative,Philanthropy,Medium-term,Exclude Company: PPG Industries (PPG),Prefer ESG in: Communication Services,Tax-deferred
0b8a1b093036,49,Married,0,Interactive Home Entertainment,72205,AR,True,1033079,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Long-term,Exclude Sector: Health Care,Prefer ESG in: Paper & Plastic Packaging Products & Materials,Taxable
a9d46fdafe9b,69,Married,4,IT Consulting & Other Services,03104,NH,True,138802,Short-Term (3-12 months),Limited,Moderate,Philanthropy,Medium-term,None,Prefer ESG: Workday  Inc. (WDAY),Taxable
4520eee4ed37,53,Married,2,Technology Distributors,02103,MA,True,626191,Medium-Term (1-5 years),Limited,Moderate,Retirement,Medium-term,Exclude Company: Alphabet Inc. (Class A) (GOOGL),Prefer ESG in: Copper,Taxable
ee4725c46480,41,Single,4,Health Care Services,94101,CA,True,123372,Medium-Term (1-5 years),Sophisticated,Moderate,Philanthropy,Medium-term,None,No specific preference,Tax-deferred
47a1457d6cb2,71,Married,2,Wireless Telecommunication Services,98105,WA,True,290043,Medium-Term (1-5 years),Experienced,Conservative,Income,Medium-term,None,Prefer ESG in: Health Care Equipment,Taxable
fc209aed3773,42,Single,2,Restaurants,80301,CO,False,468206,Long-Term (5+ years),Moderate,Aggressive,Philanthropy,Medium-term,Exclude Sector: Utilities,Prefer ESG in: Computer & Electronics Retail,Taxable
a302f7e285cd,60,Married,3,Health Care Distributors,15202,PA,True,591826,Immediate (0-3 months),Limited,Conservative,Education,Long-term,Exclude Sector: Materials,Prefer ESG in: Consumer Discretionary,Tax-deferred
4fc884ea08f8,29,Married,0,Other Specialty Retail,89702,NV,True,388492,Long-Term (5+ years),Experienced,Moderate,Education,Short-term,Exclude Industry: Paper & Plastic Packaging Products & Materials,Prefer ESG in: Industrials,Taxable
f3ab82ee451f,51,Married,0,Asset Management & Custody Banks,06101,CT,True,653510,Medium-Term (1-5 years),Limited,Conservative,Education,Short-term,None,No specific preference,Taxable
a36e0c7f5174,69,Single,3,Multi-line Insurance,97302,OR,True,946228,Immediate (0-3 months),Moderate,Conservative,Education,Long-term,None,Prefer ESG in: Independent Power Producers & Energy Traders,Tax-deferred
c90597878089,24,Single,1,Construction Machinery & Heavy Transportation Equipment,23221,VA,True,1498140,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Medium-term,Exclude Industry: Research & Consulting Services,Prefer ESG: Agilent Technologies (A),Taxable
ad716c771334,48,Married,2,Timber REITs,99502,AK,False,233748,Short-Term (3-12 months),Limited,Conservative,Income,Long-term,None,Prefer ESG in: Financials,Taxable
2d3d8a929166,30,Married,0,Independent Power Producers & Energy Traders,90214,CA,True,120328,Immediate (0-3 months),Professional,Moderate,Education,Short-term,Exclude Company: PPG Industries (PPG),Prefer ESG in: Oil & Gas Exploration & Production,Taxable
920865484a31,71,Married,2,Drug Retail,73105,OK,True,1579046,Short-Term (3-12 months),Sophisticated,Conservative,Income,Long-term,None,Prefer ESG in: Information Technology,Taxable
c70cc634e920,36,Married,4,Application Software,97301,OR,True,1557283,Immediate (0-3 months),Limited,Aggressive,Income,Short-term,Exclude Company: Equinix (EQIX),Prefer ESG in: Industrials,Taxable
782862183a1b,52,Married,1,Gold,19902,DE,True,106322,Medium-Term (1-5 years),Limited,Moderate,Philanthropy,Short-term,Exclude Sector: Utilities,Prefer ESG in: Integrated Oil & Gas,Taxable
f4f296c1264a,37,Married,4,Specialized Consumer Services,36101,AL,True,416222,Short-Term (3-12 months),None,Conservative,Education,Short-term,Exclude Company: Ecolab (ECL) | Vici Properties (VICI) | Agilent Technologies (A),Prefer ESG: Vici Properties (VICI),Taxable
5261f0835c60,72,Married,2,Paper & Plastic Packaging Products & Materials,40201,KY,True,292277,Short-Term (3-12 months),Professional,Moderate,Philanthropy,Short-term,None,Prefer ESG in: Steel,Taxable
7f6280f57121,48,Married,4,Health Care Equipment,89702,NV,True,769875,Medium-Term (1-5 years),Professional,Conservative,Retirement,Short-term,Exclude Company: Abbott Laboratories (ABT),Prefer ESG: Verisign (VRSN),Taxable
8850dd7e69d9,31,Married,2,"Technology Hardware, Storage & Peripherals",33102,FL,True,651632,Immediate (0-3 months),Moderate,Conservative,Education,Medium-term,Exclude Sector: Health Care,Prefer ESG: Alphabet Inc. (Class A) (GOOGL),Tax-deferred
8dfae00a05ba,42,Single,2,Data Center REITs,05602,VT,True,684907,Short-Term (3-12 months),Limited,Conservative,Retirement,Long-term,None,Prefer ESG: Mondelez International (MDLZ),Tax-deferred
9f04baf0110e,54,Married,1,Office REITs,73105,OK,False,161278,Short-Term (3-12 months),Experienced,Conservative,Philanthropy,Medium-term,Exclude Company: Duke Energy (DUK) | Seagate Technology (STX),Prefer ESG: Seagate Technology (STX),Taxable
1cd2fa83f58f,46,Married,3,Industrial Gases,87101,NM,True,475457,Medium-Term (1-5 years),Limited,Aggressive,Income,Long-term,Exclude Industry: Telecom Tower REITs,Prefer ESG in: Health Care,Taxable
6934228bd198,46,Married,2,Oil & Gas Refining & Marketing,03110,NH,True,906143,Long-Term (5+ years),Sophisticated,Conservative,Income,Long-term,"Exclude Industry: Metal, Glass & Plastic Containers",Prefer ESG: Seagate Technology (STX),Taxable
0e427cbcb193,48,Married,2,Computer & Electronics Retail,89103,NV,True,152751,Immediate (0-3 months),Moderate,Moderate,Retirement,Short-term,Exclude Industry: Rail Transportation,Prefer ESG: Equinix (EQIX),Taxable
01cf5acd0c13,54,Married,2,Systems Software,01701,MA,True,160176,Immediate (0-3 months),Professional,Moderate,Income,Medium-term,Exclude Industry: Life & Health Insurance,Prefer ESG in: Agricultural Products & Services,Taxable
3cb320ccfc12,45,Single,3,Automotive Parts & Equipment,63105,MO,True,1881121,Long-Term (5+ years),Experienced,Aggressive,Income,Short-term,Exclude Industry: Health Care Facilities,Prefer ESG in: Materials,Tax-deferred
e71a2e90ed92,37,Single,3,Transaction & Payment Processing Services,63105,MO,True,127151,Short-Term (3-12 months),Sophisticated,Aggressive,Philanthropy,Long-term,Exclude Industry: Agricultural Products & Services,No specific preference,Tax-deferred
6ca032cc804c,33,Married,3,Integrated Telecommunication Services,03102,NH,True,487033,Immediate (0-3 months),Experienced,Aggressive,Education,Short-term,None,Prefer ESG in: Single-Family Residential REITs,Taxable
5f8fc2f4de8d,26,Married,2,Home Furnishings,44101,OH,False,395610,Medium-Term (1-5 years),None,Conservative,Income,Long-term,Exclude Sector: Utilities,Prefer ESG in: Health Care,Tax-deferred
d8441c95014f,66,Single,1,Construction & Engineering,66602,KS,True,285661,Short-Term (3-12 months),Limited,Conservative,Education,Medium-term,Exclude Company: Abbott Laboratories (ABT) | Tesla  Inc. (TSLA) | Targa Resources (TRGP),No specific preference,Taxable
40679f721ef2,61,Single,2,Managed Health Care,96806,HI,True,1499565,Medium-Term (1-5 years),Moderate,Moderate,Income,Medium-term,Exclude Industry: Multi-Sector Holdings,Prefer ESG in: Real Estate Services,Taxable
920c96a9572c,22,Single,2,Reinsurance,04402,ME,False,722299,Short-Term (3-12 months),Moderate,Moderate,Philanthropy,Medium-term,Exclude Sector: Materials,Prefer ESG: EOG Resources (EOG),Taxable
46ff01328545,43,Married,2,Pharmaceuticals,31401,GA,True,779851,Medium-Term (1-5 years),Sophisticated,Aggressive,Philanthropy,Long-term,Exclude Industry: Home Furnishings,Prefer ESG in: Communication Services,Tax-deferred
8929f60105c3,65,Married,0,Insurance Brokers,37204,TN,False,546013,Short-Term (3-12 months),Experienced,Conservative,Retirement,Short-term,Exclude Sector: Health Care,No specific preference,Tax-deferred
86eb846535c4,54,Married,3,Heavy Electrical Equipment,04402,ME,True,756348,Short-Term (3-12 months),Moderate,Aggressive,Retirement,Short-term,Exclude Industry: Apparel Retail,No specific preference,Taxable
60c45d83dd67,79,Single,2,Semiconductors,40203,KY,True,776502,Medium-Term (1-5 years),Experienced,Conservative,Education,Short-term,Exclude Industry: Semiconductors,No specific preference,Tax-deferred
c02e9ee1ed2a,70,Married,4,Agricultural Products & Services,59105,MT,True,793333,Immediate (0-3 months),Sophisticated,Moderate,Philanthropy,Medium-term,Exclude Sector: Financials,Prefer ESG in: Consumer Discretionary,Taxable
85f5469b33f6,53,Married,3,Self-Storage REITs,85002,AZ,True,432285,Short-Term (3-12 months),Experienced,Moderate,Income,Short-term,Exclude Company: Everest Group (EG) | Alphabet Inc. (Class A) (GOOGL) | Equinix (EQIX),Prefer ESG in: Commodity Chemicals,Taxable
680a51cf7039,79,Single,2,Oil & Gas Equipment & Services,97302,OR,False,1441424,Medium-Term (1-5 years),Sophisticated,Moderate,Retirement,Medium-term,None,Prefer ESG: Old Dominion (ODFL),Tax-deferred
c455441c9a8e,50,Single,3,Construction & Engineering,85001,AZ,True,244054,Long-Term (5+ years),Limited,Aggressive,Philanthropy,Medium-term,Exclude Sector: Communication Services,No specific preference,Taxable
160e3b2db5b1,39,Married,0,Technology Distributors,03104,NH,True,483257,Long-Term (5+ years),None,Moderate,Retirement,Long-term,Exclude Company: Pinnacle West Capital (PNW) | Trane Technologies (TT) | Ford Motor Company (F),Prefer ESG in: Casinos & Gaming,Tax-deferred
c0cec19c9882,26,Married,1,Water Utilities,55102,MN,True,214702,Long-Term (5+ years),None,Conservative,Philanthropy,Long-term,Exclude Industry: Transaction & Payment Processing Services,Prefer ESG: Ecolab (ECL),Tax-deferred
c63dbaf1382a,48,Married,0,Steel,68104,NE,True,109825,Immediate (0-3 months),Limited,Aggressive,Education,Medium-term,Exclude Sector: Materials,Prefer ESG in: Consumer Discretionary,Taxable
d4506d7c4e2b,51,Single,4,Industrial Gases,39203,MS,True,582989,Short-Term (3-12 months),Experienced,Moderate,Income,Long-term,None,Prefer ESG in: Energy,Tax-deferred
4aeb99b167e3,49,Married,3,Integrated Telecommunication Services,58104,ND,True,1100794,Immediate (0-3 months),Professional,Conservative,Education,Long-term,Exclude Industry: Leisure Products,Prefer ESG in: Semiconductors,Tax-deferred
d139aca2d8f8,74,Married,2,"Metal, Glass & Plastic Containers",05601,VT,True,1396877,Immediate (0-3 months),Moderate,Conservative,Income,Long-term,Exclude Industry: IT Consulting & Other Services,Prefer ESG: Take Two Interactive (TTWO),Taxable
c9f451ba5b0a,39,Single,2,Multi-line Insurance,96804,HI,True,622289,Short-Term (3-12 months),Professional,Conservative,Income,Medium-term,None,Prefer ESG: Extra Space Storage (EXR),Taxable
258d09386fe7,65,Married,2,Movies & Entertainment,26502,WV,True,631721,Long-Term (5+ years),Sophisticated,Conservative,Philanthropy,Long-term,None,Prefer ESG in: Energy,Taxable
52c712c9120e,64,Married,4,"Technology Hardware, Storage & Peripherals",59103,MT,True,478485,Immediate (0-3 months),Sophisticated,Moderate,Retirement,Short-term,Exclude Industry: Environmental & Facilities Services,Prefer ESG in: Automotive Retail,Tax-deferred
c12dbfc1c858,52,Married,2,Multi-Family Residential REITs,07104,NJ,True,331014,Medium-Term (1-5 years),Sophisticated,Moderate,Income,Medium-term,None,Prefer ESG in: Utilities,Tax-deferred
db1c7bd81158,46,Married,1,Reinsurance,60606,IL,True,305249,Short-Term (3-12 months),Professional,Conservative,Philanthropy,Short-term,Exclude Industry: Independent Power Producers & Energy Traders,No specific preference,Tax-deferred
37d578882664,33,Single,3,Automobile Manufacturers,50302,IA,True,1931337,Short-Term (3-12 months),Sophisticated,Conservative,Philanthropy,Short-term,None,No specific preference,Tax-deferred
69d76093551e,45,Married,0,Electrical Components & Equipment,67201,KS,True,203133,Medium-Term (1-5 years),Professional,Aggressive,Income,Medium-term,None,Prefer ESG: Molina Healthcare (MOH),Tax-deferred
2dcd2e63fe00,51,Married,1,Life Sciences Tools & Services,29204,SC,True,162844,Short-Term (3-12 months),Limited,Aggressive,Income,Medium-term,Exclude Industry: Water Utilities,Prefer ESG in: Materials,Taxable
67ed7976469a,45,Married,4,Household Products,04401,ME,True,1601819,Short-Term (3-12 months),Moderate,Conservative,Education,Short-term,Exclude Company: EOG Resources (EOG) | General Motors (GM) | A. O. Smith (AOS),Prefer ESG in: Information Technology,Tax-deferred
9c74fb80084b,33,Married,1,Agricultural & Farm Machinery,15201,PA,True,126252,Long-Term (5+ years),None,Aggressive,Income,Medium-term,Exclude Company: EOG Resources (EOG) | A. O. Smith (AOS) | Alphabet Inc. (Class A) (GOOGL),Prefer ESG: Vici Properties (VICI),Tax-deferred
3ed128e000e0,69,Married,0,Telecom Tower REITs,50303,IA,True,351240,Long-Term (5+ years),Experienced,Conservative,Income,Long-term,None,Prefer ESG in: Energy,Taxable
725000cab4f7,69,Single,4,Cable & Satellite,44104,OH,False,1936203,Medium-Term (1-5 years),Experienced,Moderate,Income,Medium-term,Exclude Sector: Energy,Prefer ESG in: Footwear,Tax-deferred
0e1e992a17fa,57,Single,3,"Hotels, Resorts & Cruise Lines",05404,VT,True,1574113,Immediate (0-3 months),Experienced,Aggressive,Education,Medium-term,Exclude Industry: Electronic Manufacturing Services,No specific preference,Tax-deferred
ffceb2cf31f6,43,Single,1,Consumer Finance,10004,NY,True,984334,Immediate (0-3 months),Limited,Moderate,Retirement,Medium-term,Exclude Company: BXP  Inc. (BXP),No specific preference,Tax-deferred
e595746511b4,29,Single,1,Multi-Family Residential REITs,85002,AZ,True,114226,Long-Term (5+ years),Professional,Aggressive,Retirement,Short-term,Exclude Industry: Property & Casualty Insurance,Prefer ESG: Pinnacle West Capital (PNW),Tax-deferred
4b3be75fbbb0,61,Married,4,Broadcasting,19103,PA,True,301875,Medium-Term (1-5 years),Sophisticated,Moderate,Education,Medium-term,None,No specific preference,Tax-deferred
10d75aa575db,40,Married,0,Health Care Distributors,05401,VT,True,434020,Long-Term (5+ years),Professional,Moderate,Philanthropy,Long-term,None,Prefer ESG in: Rail Transportation,Taxable
75b6e31bacdf,64,Single,2,Semiconductors,07104,NJ,False,262122,Immediate (0-3 months),Moderate,Conservative,Education,Medium-term,Exclude Sector: Utilities,Prefer ESG: Seagate Technology (STX),Tax-deferred
423cd11d43cf,39,Married,3,Multi-Family Residential REITs,40205,KY,True,519488,Short-Term (3-12 months),Sophisticated,Aggressive,Education,Long-term,Exclude Company: Agilent Technologies (A) | Duke Energy (DUK) | Take Two Interactive (TTWO),Prefer ESG in: Health Care,Tax-deferred
79db70136275,79,Single,4,Real Estate Services,85005,AZ,True,115024,Medium-Term (1-5 years),Limited,Moderate,Education,Medium-term,Exclude Company: Waters Corporation (WAT) | Estae Lauder Companies (The) (EL),Prefer ESG in: Heavy Electrical Equipment,Taxable
a0994bce89d5,76,Married,4,Interactive Media & Services,03103,NH,True,1087958,Long-Term (5+ years),Sophisticated,Conservative,Income,Long-term,None,Prefer ESG in: Other Specialty Retail,Tax-deferred
25d1f6efdd98,43,Married,0,Oil & Gas Equipment & Services,53202,WI,True,232130,Medium-Term (1-5 years),Experienced,Moderate,Education,Medium-term,None,Prefer ESG in: Air Freight & Logistics,Tax-deferred
a4fe7c397500,75,Married,4,Health Care Services,96801,HI,False,1651157,Long-Term (5+ years),Experienced,Moderate,Philanthropy,Long-term,None,Prefer ESG: Seagate Technology (STX),Taxable
19f171a8e06f,68,Married,3,Self-Storage REITs,06102,CT,True,352852,Immediate (0-3 months),Moderate,Conservative,Education,Short-term,Exclude Sector: Consumer Discretionary,Prefer ESG in: Biotechnology,Tax-deferred
f64f268387d4,70,Married,0,Agricultural & Farm Machinery,68103,NE,True,222401,Long-Term (5+ years),Moderate,Conservative,Education,Short-term,None,Prefer ESG in: Consumer Discretionary,Tax-deferred
c3ccea917da6,53,Single,2,Integrated Telecommunication Services,63103,MO,True,348214,Immediate (0-3 months),Moderate,Moderate,Income,Short-term,Exclude Industry: Hotel & Resort REITs,Prefer ESG in: Health Care Services,Tax-deferred
789bb36473f8,25,Single,2,Paper & Plastic Packaging Products & Materials,41001,KY,False,1078644,Immediate (0-3 months),Moderate,Conservative,Retirement,Medium-term,None,Prefer ESG in: Construction & Engineering,Taxable
4814f3bd4a41,63,Single,0,Home Furnishings,21201,MD,True,186686,Short-Term (3-12 months),Moderate,Conservative,Education,Short-term,Exclude Industry: Multi-Utilities,Prefer ESG in: Real Estate,Taxable
edaa8a5fe5cd,44,Married,3,Technology Distributors,43202,OH,True,1445918,Medium-Term (1-5 years),Professional,Aggressive,Retirement,Medium-term,Exclude Company: Campbells Company (The) (CPB) | Coterra (CTRA),Prefer ESG in: Food Retail,Tax-deferred
f38d9bb1d870,53,Single,0,Health Care Equipment,30303,GA,True,1281302,Medium-Term (1-5 years),Experienced,Conservative,Retirement,Medium-term,Exclude Company: Campbells Company (The) (CPB) | Extra Space Storage (EXR),Prefer ESG in: Information Technology,Tax-deferred
4bb10b0fdc46,36,Married,2,Oil & Gas Equipment & Services,88001,NM,True,157622,Immediate (0-3 months),Limited,Conservative,Retirement,Short-term,None,Prefer ESG: Workday  Inc. (WDAY),Tax-deferred
1b447c8c8e43,49,Single,4,Wireless Telecommunication Services,99504,AK,True,1534097,Short-Term (3-12 months),Moderate,Aggressive,Income,Short-term,None,Prefer ESG in: Utilities,Taxable
89dca8730d79,55,Married,2,Retail REITs,08602,NJ,True,686065,Medium-Term (1-5 years),Limited,Moderate,Philanthropy,Medium-term,Exclude Industry: Restaurants,Prefer ESG in: Communication Services,Tax-deferred
71f968ac3319,30,Single,0,Research & Consulting Services,94102,CA,True,761553,Long-Term (5+ years),Limited,Moderate,Philanthropy,Short-term,Exclude Sector: Consumer Discretionary,Prefer ESG in: Communication Services,Taxable
c1901b224391,70,Single,3,Home Furnishings,04102,ME,True,231960,Immediate (0-3 months),Professional,Conservative,Philanthropy,Short-term,Exclude Industry: Agricultural Products & Services,"Prefer ESG in: Hotels, Resorts & Cruise Lines",Taxable
3f8d87225646,49,Single,4,Technology Distributors,28204,NC,True,117593,Immediate (0-3 months),Experienced,Aggressive,Education,Medium-term,Exclude Industry: Home Improvement Retail,Prefer ESG: Fox Corporation (Class A) (FOXA),Taxable
e3b21c6ac36c,66,Married,1,Integrated Oil & Gas,89105,NV,True,267892,Short-Term (3-12 months),Experienced,Conservative,Education,Short-term,None,Prefer ESG in: Specialty Chemicals,Taxable
cc2fc72e2b2f,79,Married,4,Distributors,36102,AL,True,1727076,Immediate (0-3 months),Limited,Moderate,Philanthropy,Short-term,Exclude Sector: Consumer Discretionary,Prefer ESG in: Computer & Electronics Retail,Tax-deferred
9a615d44d5ae,53,Married,1,Integrated Oil & Gas,49502,MI,True,930865,Long-Term (5+ years),Moderate,Conservative,Retirement,Medium-term,Exclude Industry: Reinsurance,No specific preference,Tax-deferred
b2d2bc52638b,41,Married,1,Automotive Retail,72204,AR,True,1706417,Immediate (0-3 months),Sophisticated,Moderate,Education,Medium-term,Exclude Industry: Passenger Airlines,Prefer ESG in: Footwear,Taxable
47b72de8a037,29,Married,0,Oil & Gas Refining & Marketing,85002,AZ,False,225217,Medium-Term (1-5 years),None,Conservative,Education,Medium-term,Exclude Industry: Construction & Engineering,Prefer ESG in: Health Care Supplies,Taxable
c01f8934d1d2,30,Married,1,Construction Machinery & Heavy Transportation Equipment,66601,KS,True,235111,Immediate (0-3 months),Sophisticated,Conservative,Education,Long-term,Exclude Sector: Consumer Discretionary,Prefer ESG: Pinnacle West Capital (PNW),Tax-deferred
68c06edecb83,40,Single,4,Electronic Components,83705,ID,True,1040712,Immediate (0-3 months),Limited,Aggressive,Retirement,Short-term,None,"Prefer ESG in: Metal, Glass & Plastic Containers",Taxable
ce73108b3def,49,Married,2,Life Sciences Tools & Services,60607,IL,True,1773426,Medium-Term (1-5 years),Professional,Aggressive,Income,Medium-term,Exclude Sector: Information Technology,No specific preference,Tax-deferred
484ffabcaa39,57,Single,0,Electronic Manufacturing Services,23222,VA,False,164018,Short-Term (3-12 months),Professional,Conservative,Retirement,Medium-term,Exclude Company: BXP  Inc. (BXP),Prefer ESG: Campbells Company (The) (CPB),Taxable
13a8f7ecc965,64,Married,2,Industrial Conglomerates,89105,NV,True,282996,Medium-Term (1-5 years),Experienced,Conservative,Education,Long-term,"Exclude Industry: Hotels, Resorts & Cruise Lines",Prefer ESG: Take Two Interactive (TTWO),Tax-deferred
4e19bc1bea6b,58,Married,3,Specialty Chemicals,50305,IA,False,757242,Short-Term (3-12 months),Professional,Conservative,Income,Medium-term,Exclude Company: EOG Resources (EOG) | Targa Resources (TRGP),Prefer ESG in: Information Technology,Tax-deferred
189f38e9faf4,42,Single,1,Telecom Tower REITs,85004,AZ,True,134745,Long-Term (5+ years),Limited,Aggressive,Retirement,Long-term,None,No specific preference,Taxable
